Time_on_site,Pages_viewed,Clicked_ad,Cart_value,Referral,Browser_Refresh_Rate,Last_Ad_Seen,Purchase,ID,Date_Accessed
4.27,7.31,1,36.24,Direct,130.88,D,0,129,2025-03-18
5.61,15.15,1,111.77,Instagram,121.04,C,0,286,2025-04-27
4.58,11.19,0,109.72,Google,12.55,A,0,204,2025-04-28
5.61,14.2,0,18.85,Direct,84.28,A,0,37,2025-05-17
8.84,23.72,1,48.88,Instagram,10.07,C,1,41,2025-01-07
3.68,9.7,1,52.86,Direct,-19.63,C,1,170,2025-01-08
3.77,7.41,0,79.6,Google,130.46,C,0,51,2025-01-31
1.73,3.99,1,65.33,Google,141.96,D,0,121,2025-05-26
4.98,12.46,1,61.58,Instagram,66.95,A,0,287,2025-06-05
7.44,13.29,0,61.4,Google,49.96,C,0,236,2025-07-27
0.62,1.81,0,23.88,Instagram,103.63,A,0,261,2025-01-23
3.34,11.48,0,42.09,Google,130.14,B,0,138,2025-07-01
5.09,13.5,0,77.73,Instagram,228.38,C,0,146,2025-04-06
7.13,15.93,1,14.43,Google,118.9,B,1,70,2025-01-12
5.96,8.04,0,21.41,Direct,191.36,B,0,51,2025-01-26
5.81,10.11,0,40.57,Google,171.02,A,0,204,2025-05-24
4.44,11.85,0,13.88,Google,24.14,B,0,21,2025-05-09
6.2,19.43,0,30.7,Google,21.36,C,1,132,2025-03-22
7.54,18.01,1,36.1,Instagram,110.19,A,0,113,2025-01-26
0.73,1.28,0,10.0,Facebook,116.56,C,0,56,2025-03-30
6.82,14.08,1,13.71,Google,33.81,C,0,81,2025-01-11
4.75,10.52,0,10.0,Google,63.97,C,0,80,2025-06-12
3.68,5.64,0,65.53,Google,78.89,A,0,33,2025-06-25
0.5,1.17,1,10.0,Facebook,70.94,B,0,70,2025-04-02
1.55,4.56,0,14.06,Facebook,143.25,C,0,183,2025-04-16
9.25,15.34,0,63.77,Google,113.49,B,0,209,2025-05-28
3.28,7.28,0,124.85,Google,155.71,B,0,101,2025-01-09
2.29,3.4,0,14.53,Instagram,83.14,B,0,258,2025-07-16
3.86,8.07,1,112.92,Google,55.26,A,0,97,2025-02-05
3.14,7.61,1,20.69,Facebook,114.73,D,0,295,2025-07-08
5.31,15.99,0,94.5,Instagram,196.58,A,0,294,2025-03-17
8.79,23.98,0,35.86,Direct,175.98,C,1,242,2025-02-19
3.53,6.74,0,42.57,Direct,127.9,C,0,173,2025-05-20
5.39,13.72,0,31.62,Instagram,13.82,B,0,100,2025-06-24
2.13,4.97,0,70.61,Google,61.35,D,0,21,2025-07-10
8.8,21.94,0,24.66,Direct,69.67,D,1,232,2025-03-25
5.47,13.14,0,52.03,Facebook,149.37,A,0,172,2025-04-24
2.3,6.1,1,45.72,Google,239.68,C,0,230,2025-03-25
7.26,18.81,0,14.43,Direct,60.71,A,1,270,2025-05-24
8.0,23.47,0,76.49,Facebook,77.12,D,0,212,2025-05-21
5.4,13.82,0,33.49,Direct,136.02,A,0,279,2025-01-11
0.9,3.02,0,30.15,Google,131.5,C,0,80,2025-05-01
9.46,26.11,1,43.21,Direct,63.21,A,1,44,2025-01-21
5.78,18.71,0,98.3,Facebook,123.44,C,0,253,2025-05-08
7.93,22.67,0,17.62,Facebook,193.64,D,1,95,2025-01-25
3.62,7.84,0,19.94,Instagram,26.21,A,0,2,2025-06-06
4.0,12.5,0,23.3,Instagram,88.6,D,0,235,2025-04-17
5.28,16.31,0,10.46,Google,95.86,D,0,107,2025-07-13
7.78,8.28,1,74.68,Google,185.97,D,0,103,2025-05-13
5.36,11.92,0,32.0,Direct,121.38,D,0,1,2025-02-08
1.86,5.99,0,10.0,Google,78.55,B,0,258,2025-02-18
5.65,17.12,0,59.48,Google,19.19,C,0,273,2025-03-06
9.07,16.06,1,10.0,Facebook,65.56,A,1,136,2025-03-21
5.16,15.13,0,56.45,Instagram,61.11,D,0,198,2025-02-23
5.32,17.91,0,24.36,Google,40.19,B,0,203,2025-04-05
1.84,5.17,0,47.61,Instagram,52.41,B,0,148,2025-01-11
1.49,2.63,0,13.3,Google,121.77,B,0,47,2025-01-27
3.41,7.18,0,47.88,Google,96.56,A,0,114,2025-01-11
4.18,11.3,1,10.0,Google,52.71,D,0,20,2025-05-17
5.26,12.58,0,164.21,Instagram,89.13,B,1,70,2025-07-24
5.41,17.0,1,98.57,Instagram,113.09,C,1,276,2025-04-21
9.0,25.8,0,15.32,Google,55.16,A,0,168,2025-04-04
5.15,17.92,0,17.65,Google,57.94,B,0,16,2025-04-10
7.66,23.06,0,129.3,Instagram,116.69,A,1,45,2025-07-12
4.9,13.61,0,12.88,Direct,121.5,A,0,249,2025-02-20
8.62,20.2,0,36.41,Google,63.15,B,1,50,2025-01-09
0.5,1.6,0,44.53,Facebook,96.5,D,0,291,2025-06-04
3.5,8.77,0,14.55,Facebook,135.04,D,0,56,2025-03-24
7.46,14.82,0,43.44,Facebook,123.82,C,1,265,2025-04-11
4.57,11.54,0,55.79,Facebook,33.75,B,0,292,2025-01-24
7.33,17.99,0,102.67,Google,88.85,A,1,13,2025-04-30
5.96,11.94,1,45.09,Facebook,70.07,D,0,2,2025-06-20
7.36,21.46,0,115.35,Facebook,64.7,C,0,160,2025-05-08
6.53,15.87,0,41.41,Instagram,59.68,C,1,153,2025-03-09
6.68,18.03,0,50.93,Instagram,21.75,A,1,287,2025-05-10
8.73,18.42,0,158.61,Direct,211.7,D,1,240,2025-06-13
7.47,18.05,0,85.2,Direct,97.3,C,0,147,2025-04-11
7.48,21.61,0,189.2,Google,165.06,D,1,228,2025-07-09
5.05,12.0,1,40.95,Google,108.27,D,1,19,2025-05-23
3.55,8.22,0,14.21,Facebook,-32.18,B,0,192,2025-02-04
3.35,12.04,0,105.28,Google,119.92,A,0,236,2025-06-02
6.88,18.28,1,56.49,Google,202.77,D,0,290,2025-03-30
0.5,1.43,0,152.85,Facebook,99.54,B,0,196,2025-01-28
1.73,4.98,0,19.82,Direct,74.65,D,0,168,2025-01-30
2.59,6.61,0,67.5,Google,77.13,B,1,148,2025-01-25
4.38,12.11,0,27.43,Direct,87.65,B,0,70,2025-03-09
0.5,1.01,0,10.0,Google,170.9,B,0,208,2025-07-12
8.15,26.27,1,11.9,Google,74.36,C,1,299,2025-02-10
6.5,20.3,1,14.51,Google,38.78,B,1,74,2025-06-08
9.96,25.85,1,35.37,Direct,125.22,D,0,151,2025-03-07
7.66,19.16,0,74.19,Google,179.23,C,0,245,2025-06-18
7.58,14.24,1,137.41,Google,37.64,D,1,238,2025-01-05
10.0,30.15,1,10.0,Google,219.78,D,0,82,2025-04-21
3.57,8.48,0,84.47,Facebook,78.31,B,0,214,2025-02-24
1.24,3.48,0,18.6,Facebook,174.12,D,0,32,2025-05-12
4.42,7.86,0,25.29,Instagram,113.76,A,0,61,2025-07-16
2.94,8.27,0,40.84,Facebook,143.84,A,0,97,2025-05-29
4.36,10.51,0,66.36,Google,119.05,B,0,250,2025-05-28
2.37,5.95,1,10.0,Facebook,93.8,C,0,123,2025-07-03
6.42,11.5,0,19.52,Google,-10.73,C,0,186,2025-02-12
6.28,17.84,0,29.51,Facebook,-45.39,C,1,163,2025-03-24
4.93,10.82,0,42.15,Google,109.13,C,0,186,2025-03-21
5.78,14.31,0,86.45,Google,88.77,C,0,91,2025-05-22
4.64,13.48,0,35.02,Direct,130.49,D,0,239,2025-05-28
6.88,16.91,1,11.19,Direct,12.98,B,1,197,2025-04-18
5.17,18.07,0,18.62,Direct,64.47,A,0,8,2025-03-11
4.34,8.89,1,51.89,Instagram,89.56,A,0,56,2025-01-05
7.32,19.19,0,15.74,Instagram,156.48,C,1,147,2025-05-31
8.15,22.06,0,12.35,Google,147.62,A,0,218,2025-05-30
8.34,16.61,0,17.21,Instagram,27.96,D,0,184,2025-05-23
2.52,6.42,0,27.78,Direct,51.7,A,0,67,2025-06-05
3.66,8.8,1,18.15,Instagram,120.91,B,1,83,2025-02-17
0.75,1.95,0,67.03,Direct,113.83,C,0,199,2025-03-10
4.4,12.01,0,82.1,Google,113.45,C,0,293,2025-03-09
6.04,19.32,1,10.0,Instagram,174.05,D,1,195,2025-05-01
4.67,12.34,1,30.77,Facebook,123.59,C,0,157,2025-06-14
9.83,27.26,0,15.92,Instagram,139.34,D,1,238,2025-02-16
3.99,12.95,1,24.73,Google,144.6,D,0,273,2025-02-10
2.28,3.89,0,10.34,Google,79.51,C,0,299,2025-02-16
6.42,15.21,1,10.0,Facebook,30.68,B,1,61,2025-02-09
5.37,13.54,0,50.82,Instagram,199.36,D,1,115,2025-05-15
6.37,10.98,1,163.9,Google,111.15,A,1,183,2025-07-14
5.76,14.62,0,66.38,Direct,62.11,B,0,223,2025-02-12
5.61,7.42,0,194.19,Google,57.16,C,0,280,2025-04-02
0.5,1.43,1,168.04,Google,138.13,B,0,285,2025-05-17
3.18,5.61,0,21.82,Direct,19.17,C,0,88,2025-01-09
3.52,6.61,1,67.02,Google,0.34,C,1,175,2025-01-02
4.13,11.41,0,84.08,Google,48.95,B,0,253,2025-01-08
3.88,6.46,0,31.69,Facebook,213.45,B,0,113,2025-06-09
6.03,21.27,0,19.39,Google,145.32,B,0,129,2025-02-01
6.5,16.63,1,135.61,Facebook,153.92,B,1,256,2025-05-28
2.17,5.32,0,10.0,Instagram,85.25,D,0,103,2025-01-08
6.72,20.83,0,25.3,Instagram,122.08,A,1,43,2025-07-22
6.46,15.9,1,189.27,Instagram,115.33,C,1,173,2025-03-06
6.16,16.15,1,10.0,Facebook,92.14,B,1,34,2025-06-17
1.46,3.52,1,10.0,Instagram,97.45,D,1,109,2025-01-04
6.1,13.72,1,20.86,Facebook,90.78,D,1,228,2025-01-06
5.21,13.98,1,10.0,Instagram,77.19,B,1,127,2025-03-10
7.4,20.45,0,44.28,Google,100.76,C,0,233,2025-07-02
9.46,17.63,1,47.97,Google,71.99,D,1,106,2025-04-26
8.97,18.47,1,84.4,Google,87.68,C,0,195,2025-02-04
5.28,11.46,0,271.28,Direct,74.08,A,0,81,2025-03-07
5.0,12.41,0,10.0,Instagram,81.75,C,0,211,2025-04-06
6.58,17.59,0,45.31,Facebook,127.59,C,1,221,2025-06-16
2.21,7.92,0,88.12,Direct,149.27,B,0,83,2025-01-10
1.37,3.62,1,57.24,Instagram,87.01,A,0,95,2025-02-24
3.82,9.21,0,10.0,Direct,122.56,B,0,160,2025-07-24
8.05,17.25,0,47.72,Instagram,113.21,B,0,287,2025-07-09
4.17,12.49,0,10.31,Google,123.56,C,0,53,2025-04-30
8.76,21.84,1,125.78,Facebook,100.95,A,1,34,2025-04-14
0.5,1.34,0,177.9,Google,87.87,C,0,219,2025-01-08
1.03,2.58,0,53.26,Direct,81.34,C,0,164,2025-02-18
4.69,13.02,0,39.97,Instagram,94.35,C,0,278,2025-07-23
7.22,19.78,0,10.0,Direct,99.92,D,0,15,2025-07-03
4.83,12.97,0,76.05,Google,37.11,A,0,226,2025-03-08
4.76,11.91,0,83.56,Google,63.13,C,0,102,2025-06-06
4.7,11.96,1,21.98,Direct,20.89,D,0,51,2025-03-15
0.59,1.6,0,51.66,Direct,55.04,A,0,57,2025-05-12
7.9,12.14,0,12.4,Google,105.35,D,0,200,2025-06-24
3.29,8.18,0,129.13,Google,122.38,A,0,247,2025-04-19
7.72,23.1,0,10.0,Google,8.32,D,0,93,2025-07-20
4.82,10.9,0,61.68,Instagram,140.51,C,0,246,2025-01-12
7.67,11.16,1,68.2,Google,126.76,B,0,260,2025-04-02
5.86,10.59,0,61.31,Facebook,229.67,A,0,153,2025-04-21
4.73,12.01,1,72.09,Direct,164.5,D,1,167,2025-01-08
5.57,11.91,1,161.64,Google,24.34,D,0,232,2025-04-28
1.32,3.38,1,27.22,Google,73.53,A,0,264,2025-05-09
5.02,12.49,0,11.21,Direct,222.52,A,0,146,2025-01-25
9.29,21.05,0,10.0,Google,-17.88,A,1,152,2025-05-10
8.27,16.89,0,10.0,Direct,128.2,D,0,26,2025-04-13
2.54,6.59,1,30.91,Google,179.87,B,0,64,2025-02-01
6.26,15.88,0,10.0,Facebook,143.33,B,1,12,2025-03-01
5.62,13.7,0,87.4,Facebook,89.64,B,1,268,2025-02-12
7.04,20.68,0,33.33,Instagram,141.78,A,1,38,2025-05-07
5.24,13.62,0,86.44,Instagram,126.19,D,0,171,2025-03-21
4.42,9.72,0,52.68,Google,87.49,D,0,162,2025-02-28
8.33,19.32,0,126.9,Google,130.53,C,1,120,2025-03-17
5.54,13.68,0,92.14,Facebook,87.46,A,0,175,2025-02-09
8.14,20.85,0,16.25,Google,160.71,B,0,264,2025-07-24
7.44,23.56,0,60.6,Instagram,125.15,D,1,61,2025-04-09
4.19,14.01,1,114.09,Facebook,73.72,A,0,176,2025-03-30
4.58,10.38,0,36.85,Instagram,142.3,A,0,252,2025-07-27
9.82,19.55,0,67.75,Google,23.08,B,1,263,2025-06-19
5.48,12.21,0,10.0,Google,81.27,D,0,282,2025-02-03
3.1,8.41,0,49.4,Direct,216.91,D,0,160,2025-07-28
2.0,5.83,0,66.55,Google,108.39,A,0,262,2025-06-18
7.44,17.07,1,40.75,Instagram,126.62,B,1,189,2025-02-08
5.4,11.03,0,16.36,Facebook,115.55,D,0,253,2025-03-01
3.02,8.13,1,139.98,Direct,84.6,A,1,160,2025-03-08
6.69,18.8,1,30.8,Google,77.67,B,1,180,2025-04-26
5.4,16.29,1,40.55,Google,66.13,C,1,15,2025-02-26
0.85,1.85,0,10.0,Direct,137.87,D,0,115,2025-03-05
6.47,17.24,0,84.37,Google,78.12,B,1,202,2025-01-04
8.33,14.03,1,27.43,Facebook,134.6,C,0,92,2025-05-30
10.0,24.47,0,20.2,Google,175.01,C,0,30,2025-02-11
5.09,14.55,0,123.4,Facebook,105.93,D,0,122,2025-04-18
5.58,18.09,0,14.76,Direct,94.27,C,0,93,2025-04-06
9.02,23.9,0,10.0,Google,93.64,A,1,33,2025-06-05
5.42,12.9,1,31.89,Google,76.43,B,0,94,2025-03-11
5.69,10.22,0,68.02,Direct,78.9,C,0,56,2025-03-24
3.42,8.95,1,10.0,Google,131.37,B,0,73,2025-07-31
1.51,4.26,0,63.62,Direct,49.73,C,1,234,2025-02-20
7.28,21.89,0,36.27,Instagram,128.57,B,0,6,2025-03-24
1.82,4.76,0,56.49,Direct,55.98,D,0,152,2025-06-16
7.85,15.88,0,57.37,Facebook,103.62,A,1,170,2025-07-15
3.03,8.41,0,18.85,Google,-8.92,C,0,112,2025-01-22
5.66,18.94,0,10.0,Instagram,140.63,A,0,75,2025-06-30
4.07,9.64,0,10.0,Instagram,188.73,D,0,77,2025-03-18
7.94,16.66,1,10.0,Google,71.27,B,1,288,2025-03-17
5.75,13.43,1,102.18,Google,85.17,D,1,235,2025-07-23
9.9,24.68,0,35.56,Google,122.59,B,1,135,2025-04-28
2.29,5.13,0,19.74,Instagram,181.12,C,0,221,2025-04-03
6.03,17.22,1,121.62,Instagram,139.33,C,1,53,2025-03-09
5.12,13.9,0,130.84,Google,29.46,A,0,131,2025-03-18
5.7,13.3,0,38.49,Google,99.27,B,0,34,2025-03-22
8.99,22.39,0,40.03,Google,164.88,A,1,212,2025-01-12
6.46,11.18,1,50.18,Facebook,180.72,D,0,133,2025-03-26
2.13,5.67,0,59.87,Instagram,112.63,B,0,247,2025-05-24
6.33,11.42,1,20.36,Google,93.74,B,1,208,2025-06-13
3.96,9.35,1,67.52,Google,103.51,A,1,41,2025-07-16
3.82,8.66,1,10.0,Direct,111.66,A,0,208,2025-02-03
7.61,20.81,1,82.78,Google,112.82,A,0,39,2025-06-10
3.49,7.96,0,56.33,Google,68.14,C,0,66,2025-05-30
4.05,10.03,1,102.04,Instagram,68.34,C,1,89,2025-07-18
5.08,16.5,0,48.48,Google,177.4,D,1,187,2025-04-25
7.37,12.63,0,45.75,Instagram,40.38,D,0,243,2025-01-28
6.45,16.5,0,13.18,Google,64.99,C,0,166,2025-03-06
4.41,12.94,1,26.94,Facebook,158.19,C,1,90,2025-06-14
4.32,9.44,0,76.42,Direct,54.4,C,0,122,2025-06-05
2.1,5.27,0,35.49,Google,72.68,C,0,213,2025-02-22
3.1,5.64,1,67.77,Instagram,100.91,B,1,70,2025-03-22
3.36,5.7,0,196.91,Google,29.31,C,0,33,2025-06-01
4.63,13.24,0,30.3,Instagram,277.95,A,0,201,2025-06-19
9.97,23.29,1,11.61,Instagram,16.49,A,1,78,2025-04-23
3.31,6.1,0,29.37,Google,152.82,D,0,107,2025-06-26
4.26,9.64,0,20.53,Facebook,178.18,D,0,1,2025-06-05
0.5,1.4,0,11.89,Instagram,70.13,C,0,179,2025-04-07
6.5,18.05,0,227.33,Instagram,87.01,D,1,268,2025-06-05
1.06,3.19,0,30.08,Google,59.41,C,0,181,2025-04-15
2.73,6.14,0,196.99,Google,57.39,B,0,185,2025-05-15
7.61,16.63,0,61.82,Facebook,143.15,C,1,145,2025-06-10
0.5,1.33,0,24.04,Facebook,64.99,A,0,18,2025-06-03
5.24,15.72,1,10.0,Direct,12.44,B,1,21,2025-01-14
7.0,16.19,1,25.06,Instagram,107.33,D,1,179,2025-02-10
8.81,26.26,1,18.65,Instagram,109.25,A,0,12,2025-07-04
2.7,6.3,0,30.69,Facebook,117.38,D,0,110,2025-01-25
3.44,12.1,0,42.21,Direct,4.28,A,0,244,2025-06-24
9.51,15.6,0,49.41,Instagram,221.86,B,1,34,2025-02-21
4.94,16.13,0,10.0,Direct,143.49,D,0,92,2025-01-24
3.16,5.53,0,48.27,Facebook,51.78,A,0,52,2025-04-16
3.21,9.98,0,39.28,Direct,42.99,D,0,179,2025-07-11
2.57,6.53,0,10.0,Direct,85.03,C,0,182,2025-03-19
3.9,8.87,0,11.46,Instagram,164.6,C,0,159,2025-04-02
7.72,15.79,1,37.86,Google,140.74,C,0,189,2025-04-18
7.22,14.7,0,54.04,Google,65.7,D,0,113,2025-06-13
2.06,5.86,0,10.0,Facebook,110.47,B,0,154,2025-04-13
5.54,15.12,0,54.43,Google,176.34,B,0,196,2025-04-21
3.99,9.61,0,18.8,Google,103.2,D,0,166,2025-06-06
6.96,17.3,0,88.47,Facebook,23.12,D,1,110,2025-01-09
4.61,9.51,0,24.59,Direct,68.33,C,0,129,2025-07-01
5.93,14.43,1,84.08,Google,47.36,C,1,199,2025-03-25
4.6,13.55,0,13.36,Instagram,62.51,C,0,101,2025-02-01
0.5,1.02,1,67.04,Direct,113.99,D,1,63,2025-02-02
5.12,14.13,0,38.23,Direct,153.59,C,0,13,2025-02-23
1.82,4.13,0,51.87,Facebook,71.54,D,0,2,2025-05-07
6.87,11.92,0,30.3,Google,122.44,D,1,20,2025-04-15
3.3,10.0,0,212.04,Instagram,149.99,C,0,61,2025-03-27
3.49,6.32,1,59.37,Facebook,92.74,C,0,212,2025-01-24
4.98,11.29,1,24.61,Google,11.72,B,0,77,2025-02-17
6.44,19.56,0,67.51,Direct,43.11,B,0,152,2025-05-30
4.58,9.64,0,66.42,Instagram,116.03,C,0,229,2025-01-14
9.11,27.05,0,10.0,Google,52.52,A,1,292,2025-05-24
9.12,20.76,1,13.17,Facebook,22.81,B,1,272,2025-04-23
9.29,22.79,1,62.08,Direct,-1.44,C,1,80,2025-01-15
4.41,15.19,0,22.92,Google,204.02,B,1,297,2025-05-10
1.3,3.97,0,26.1,Facebook,17.92,C,0,54,2025-01-03
8.05,20.47,1,34.29,Facebook,126.92,C,1,183,2025-01-16
3.96,8.6,1,75.38,Direct,181.34,C,1,25,2025-06-19
5.1,12.81,0,31.26,Facebook,135.65,D,0,272,2025-02-23
6.57,21.85,1,16.27,Facebook,132.73,A,1,154,2025-01-16
0.99,3.55,0,56.87,Google,63.58,D,0,174,2025-01-28
9.07,19.87,1,99.9,Google,41.7,C,1,74,2025-07-12
7.19,23.16,0,36.86,Facebook,150.88,C,1,259,2025-06-27
5.88,10.06,1,60.33,Google,105.25,D,0,18,2025-06-13
7.23,20.19,0,90.03,Instagram,120.76,D,1,238,2025-05-10
6.39,17.18,0,10.0,Direct,82.73,C,1,28,2025-06-02
5.29,15.98,1,45.75,Google,105.62,C,1,89,2025-03-03
4.23,8.82,0,65.5,Instagram,180.74,B,0,58,2025-02-03
3.15,8.11,0,10.0,Direct,16.78,D,0,186,2025-06-06
5.72,8.97,0,30.35,Instagram,162.4,C,0,222,2025-05-18
5.9,12.9,0,10.0,Facebook,102.31,A,0,249,2025-01-13
7.71,19.2,0,31.11,Direct,176.63,B,0,134,2025-03-10
5.5,14.29,0,10.0,Google,142.5,B,0,5,2025-01-17
2.87,11.17,1,67.35,Instagram,72.54,C,1,145,2025-01-05
1.06,2.38,0,85.93,Google,168.66,D,0,126,2025-05-15
4.68,11.75,1,88.03,Google,154.75,D,0,6,2025-07-17
4.93,9.49,1,82.3,Google,89.68,C,0,293,2025-05-02
4.75,7.4,0,10.0,Google,39.92,A,0,68,2025-03-25
1.17,3.46,0,17.2,Google,72.78,A,0,117,2025-07-04
7.69,22.7,0,13.69,Instagram,107.86,C,1,282,2025-04-25
7.68,13.92,0,32.56,Direct,74.17,A,0,49,2025-07-09
2.94,4.87,0,126.06,Facebook,161.63,C,0,80,2025-05-13
7.01,15.31,0,10.33,Facebook,85.16,B,0,271,2025-07-14
7.38,24.61,0,77.41,Direct,202.52,B,1,228,2025-03-10
5.1,8.95,1,21.94,Facebook,174.38,A,1,42,2025-04-12
2.63,7.47,1,10.0,Instagram,174.72,C,0,46,2025-04-27
9.03,23.18,1,22.08,Google,121.51,C,0,236,2025-05-08
5.95,13.98,0,11.65,Google,141.18,B,0,91,2025-07-01
4.37,9.61,0,11.36,Google,135.75,B,0,159,2025-04-05
6.93,18.18,1,217.26,Direct,65.3,B,1,168,2025-07-07
9.06,21.23,0,17.77,Facebook,157.04,C,0,179,2025-01-19
3.76,8.64,0,80.35,Facebook,155.93,D,0,249,2025-02-11
6.73,16.12,0,10.0,Direct,215.99,C,1,101,2025-03-12
9.86,30.12,0,10.0,Direct,125.39,D,0,168,2025-01-10
2.21,5.76,0,47.23,Instagram,125.25,D,0,198,2025-05-06
3.63,9.19,1,57.68,Direct,138.58,A,0,299,2025-03-26
3.51,11.19,0,51.62,Direct,0.19,C,0,85,2025-01-10
4.6,10.89,0,102.64,Google,124.0,D,0,141,2025-04-29
4.48,14.39,0,12.81,Google,118.27,B,0,150,2025-01-31
5.75,12.44,0,19.41,Google,75.63,C,0,249,2025-07-14
2.95,8.16,0,41.38,Instagram,86.9,A,0,274,2025-05-12
3.44,8.05,1,10.0,Google,20.58,A,0,264,2025-05-10
5.75,14.19,1,36.88,Google,-2.07,D,0,228,2025-03-06
5.39,11.74,0,47.04,Google,93.15,A,0,199,2025-06-16
7.19,16.9,0,31.93,Facebook,175.2,A,1,162,2025-06-26
6.02,12.95,0,76.04,Facebook,50.18,D,0,139,2025-02-17
6.93,18.72,0,85.06,Direct,147.61,D,0,70,2025-06-10
2.14,4.47,1,15.72,Google,90.72,D,0,291,2025-05-30
4.04,11.19,1,15.45,Google,101.72,D,1,170,2025-07-06
9.62,35.34,0,10.0,Instagram,138.44,A,0,20,2025-06-13
5.98,10.3,1,225.18,Google,83.39,A,1,193,2025-06-28
6.87,9.02,0,10.0,Instagram,89.51,A,0,94,2025-06-16
5.68,11.4,0,10.0,Google,49.67,D,0,44,2025-03-10
6.06,17.41,0,38.15,Google,143.33,A,1,145,2025-03-05
4.42,9.48,1,83.29,Direct,118.59,D,0,32,2025-04-17
10.0,27.89,0,10.0,Google,182.02,C,1,281,2025-07-06
4.01,11.93,0,15.48,Google,81.81,A,0,27,2025-04-16
4.9,11.64,1,133.05,Facebook,158.51,D,1,74,2025-05-21
0.5,1.47,0,35.77,Google,64.31,A,0,254,2025-02-22
7.77,10.6,0,10.0,Google,203.78,A,0,138,2025-03-25
3.62,10.56,1,12.41,Google,94.18,C,0,178,2025-04-03
4.85,14.06,1,68.82,Facebook,95.9,B,0,126,2025-02-20
3.68,9.02,1,30.6,Google,118.13,D,0,195,2025-04-16
4.65,13.97,0,43.02,Google,196.72,C,0,259,2025-04-30
4.29,13.81,0,62.24,Google,148.33,B,0,127,2025-02-11
4.89,16.96,1,10.23,Google,167.2,C,0,58,2025-07-10
4.87,16.89,0,88.5,Google,149.13,A,0,10,2025-05-22
4.61,11.66,0,10.0,Instagram,143.33,B,0,276,2025-06-05
4.58,11.13,0,10.0,Facebook,108.5,C,0,132,2025-01-13
8.27,20.36,0,115.43,Google,68.1,A,1,262,2025-05-22
7.2,8.38,1,10.0,Facebook,170.18,D,1,229,2025-03-20
7.22,20.57,1,37.25,Facebook,138.3,B,1,8,2025-05-23
3.17,11.64,0,13.18,Instagram,91.94,D,0,221,2025-01-12
8.14,22.66,0,54.54,Direct,56.16,B,0,130,2025-04-02
7.83,14.01,1,110.89,Direct,8.04,B,1,20,2025-06-19
3.62,7.24,0,94.17,Google,47.32,C,0,117,2025-03-06
8.81,17.89,0,69.96,Instagram,54.24,B,0,74,2025-02-11
3.29,10.96,1,53.38,Google,102.65,B,0,121,2025-03-28
0.5,1.38,0,167.34,Google,35.35,D,0,174,2025-04-27
7.75,21.86,0,10.05,Instagram,51.39,D,1,2,2025-07-20
4.7,12.58,0,49.27,Google,105.84,D,0,186,2025-04-13
7.44,14.47,0,130.97,Instagram,135.21,C,0,95,2025-07-22
3.11,6.32,0,11.44,Instagram,-5.22,C,0,132,2025-02-28
1.85,5.24,1,17.37,Instagram,62.49,C,1,6,2025-02-17
8.08,20.55,0,72.87,Google,53.98,B,1,219,2025-05-25
1.48,2.33,1,71.7,Google,99.06,A,0,42,2025-07-25
1.1,3.17,0,52.36,Instagram,166.43,C,0,123,2025-02-10
0.5,1.6,1,10.0,Direct,93.26,B,0,3,2025-01-06
0.5,1.25,0,31.56,Instagram,38.74,A,0,224,2025-07-18
2.4,5.63,0,54.71,Google,95.56,D,0,277,2025-06-11
0.5,1.59,0,81.69,Google,66.64,B,0,208,2025-02-28
4.91,11.8,1,93.22,Google,175.53,C,1,258,2025-05-09
0.5,1.1,0,59.19,Google,82.92,D,0,232,2025-01-21
2.26,3.92,1,42.76,Direct,115.1,B,1,285,2025-07-27
10.0,22.54,0,20.93,Direct,33.29,D,0,43,2025-07-24
5.86,20.13,0,66.35,Google,18.77,C,1,5,2025-04-19
5.13,15.82,0,21.72,Instagram,6.32,C,0,222,2025-07-15
0.95,2.43,0,36.19,Facebook,93.09,A,0,195,2025-04-06
4.39,10.95,1,10.0,Facebook,46.01,A,1,28,2025-05-08
5.12,15.33,0,10.0,Facebook,191.85,B,0,13,2025-06-08
0.99,2.52,1,18.53,Direct,73.19,B,0,4,2025-06-10
5.32,9.93,1,31.22,Google,122.04,C,1,267,2025-05-16
7.98,20.52,0,42.16,Google,76.47,B,1,217,2025-02-13
4.13,10.69,0,11.25,Direct,122.85,D,0,215,2025-04-09
4.51,11.3,0,37.72,Google,89.39,B,0,150,2025-03-08
0.5,1.31,0,50.69,Instagram,37.7,C,0,58,2025-03-09
1.5,3.23,1,29.62,Google,56.35,B,0,10,2025-07-16
7.64,19.7,1,39.09,Instagram,95.22,C,1,273,2025-03-08
3.35,5.68,0,20.08,Facebook,41.94,B,0,146,2025-02-21
2.68,5.46,0,14.46,Google,74.38,A,0,297,2025-07-19
3.27,7.77,1,74.75,Google,141.69,A,1,257,2025-05-30
4.86,13.6,0,17.5,Google,80.48,B,0,121,2025-02-16
2.1,4.95,0,10.0,Instagram,103.51,C,0,120,2025-05-08
5.32,14.46,1,69.42,Google,87.99,A,0,105,2025-03-21
1.6,4.82,1,17.71,Google,45.97,C,0,28,2025-06-12
6.94,25.73,0,15.95,Google,32.01,B,1,169,2025-06-08
2.36,5.55,0,23.93,Direct,142.17,D,0,279,2025-01-07
